dates,diamonds,butter,cars,cucumber,bananas
2010-02-24,1545.01,903.91,1145.16,1089.66,851.26
2010-02-25,1544.91,902.2,1145.13,1089.38,841.22
2010-02-26,1542.72,899.42,1142.95,1089.4,834.62
2010-03-01,1541.12,899.45,1142.9,1090.66,830.79
2010-03-02,1542.75,898.92,1146.46,1090.77,823.15
2010-03-03,1542.16,898.24,1144.97,1090.28,797.47
2010-03-04,1541.56,900.55,1145.74,1090.04,782.08
2010-03-05,1540.55,901.84,1144.55,1090.97,784.21
2010-03-08,1538.6,900.46,1137.34,1091.25,778.59
2010-03-09,1540.51,898.36,1137.46,1091.23,764.67
2010-03-10,1541.72,899.39,1134.79,1090.09,756.84
2010-03-11,1542.17,897.11,1135.68,1090.54,765.77
2010-03-12,1546.0,895.42,1130.55,1091.7,768.2
2010-03-15,1545.88,901.44,1132.21,1092.17,760.69
2010-03-16,1544.92,904.36,1133.35,1093.16,770.34
2010-03-17,1543.5,902.62,1133.69,1092.79,785.13
2010-03-18,1542.61,903.61,1135.06,1093.9,787.62
2010-03-19,1543.3,904.07,1138.37,1094.02,795.95
2010-03-22,1539.72,903.06,1136.09,1093.45,794.69
2010-03-23,1540.04,901.3,1129.66,1093.54,786.63
2010-03-24,1539.49,899.25,1135.95,1093.07,781.23
2010-03-25,1539.95,902.29,1140.18,1093.92,772.31
2010-03-26,1541.25,900.36,1139.23,1093.2,764.33
2010-03-29,1542.19,899.04,1140.66,1091.85,769.42
2010-03-30,1543.87,896.69,1140.71,1090.82,782.95
2010-03-31,1540.61,900.48,1142.46,1089.85,769.78
2010-04-01,1539.21,903.56,1141.79,1091.29,774.41
2010-04-02,1538.63,904.82,1143.65,1090.31,771.34
2010-04-05,1539.45,907.04,1146.71,1091.58,788.53
2010-04-06,1539.91,907.02,1141.67,1091.51,787.54
2010-04-07,1538.92,907.89,1146.76,1091.3,800.01
2010-04-08,1539.27,909.77,1148.15,1091.51,788.14
2010-04-09,1538.67,906.42,1144.87,1091.43,773.4
2010-04-12,1538.26,906.21,1147.1,1091.97,771.75
2010-04-13,1539.59,902.45,1143.09,1091.12,762.13
2010-04-14,1539.83,900.18,1146.31,1090.97,766.99
2010-04-15,1538.3,898.56,1144.91,1091.74,757.34
2010-04-16,1537.63,897.37,1142.46,1091.86,766.32
2010-04-19,1535.0,895.2,1145.26,1092.92,777.13
2010-04-20,1534.53,895.32,1144.68,1093.09,767.19
2010-04-21,1533.81,892.86,1145.29,1093.13,765.92
2010-04-22,1534.33,894.32,1146.56,1094.05,770.98
2010-04-23,1533.91,893.26,1143.91,1094.0,771.81
2010-04-26,1534.57,893.94,1142.01,1094.3,771.27
2010-04-27,1533.45,893.42,1142.34,1093.84,764.63
2010-04-28,1534.31,892.29,1142.71,1093.71,758.35
2010-04-29,1534.44,892.23,1137.07,1095.02,764.8
2010-04-30,1533.57,891.19,1137.95,1095.1,751.95
2010-05-03,1533.74,887.44,1135.3,1093.47,749.57
2010-05-04,1533.56,889.19,1137.04,1092.98,758.94
2010-05-05,1536.03,893.44,1143.02,1093.3,764.59
2010-05-06,1535.13,892.94,1141.16,1096.07,767.65
2010-05-07,1536.34,897.58,1143.36,1098.36,775.25
2010-05-10,1535.66,898.84,1142.24,1098.26,781.79
2010-05-11,1532.8,902.0,1144.09,1100.08,790.11
2010-05-12,1532.14,903.73,1144.17,1100.76,793.76
2010-05-13,1531.18,903.15,1147.74,1099.77,790.35
2010-05-14,1531.76,903.27,1151.5,1099.76,789.91
2010-05-17,1531.55,902.98,1151.21,1099.32,780.61
2010-05-18,1533.63,901.83,1151.62,1098.27,783.92
2010-05-19,1535.16,901.63,1149.49,1099.02,778.65
2010-05-20,1534.1,901.1,1149.81,1098.08,773.56
2010-05-21,1533.58,901.04,1151.72,1097.57,767.55
2010-05-24,1532.94,898.15,1143.33,1097.75,760.48
2010-05-25,1532.84,894.45,1144.79,1097.2,768.96
2010-05-26,1534.61,891.89,1145.12,1093.54,769.29
2010-05-27,1536.37,891.05,1148.02,1092.68,764.28
2010-05-28,1536.88,884.51,1146.21,1092.45,764.9
2010-05-31,1539.94,882.73,1143.86,1093.3,756.23
2010-06-01,1541.97,885.16,1145.05,1093.16,757.92
2010-06-02,1541.39,881.61,1142.29,1093.29,753.91
2010-06-03,1541.41,885.11,1140.12,1092.47,747.81
2010-06-04,1541.74,885.54,1139.82,1094.15,742.62
2010-06-07,1541.51,885.0,1140.03,1095.72,738.22
2010-06-08,1541.86,884.11,1134.28,1094.71,735.05
2010-06-09,1543.05,881.45,1132.29,1096.04,741.21
2010-06-10,1543.86,882.87,1133.09,1097.99,751.99
2010-06-11,1545.08,883.22,1136.65,1099.0,753.35
2010-06-14,1542.49,884.36,1136.81,1099.93,744.57
2010-06-15,1541.06,882.03,1140.8,1099.98,742.06
2010-06-16,1539.56,886.29,1144.42,1100.9,743.0
2010-06-17,1537.74,883.08,1142.99,1098.0,733.99
2010-06-18,1536.09,887.24,1143.48,1098.8,741.58
2010-06-21,1535.91,883.95,1137.4,1096.66,743.24
2010-06-22,1536.72,884.43,1138.94,1095.59,750.05
2010-06-23,1536.43,882.12,1137.05,1097.35,762.53
2010-06-24,1536.75,880.06,1135.55,1098.34,762.68
2010-06-25,1537.58,882.43,1133.95,1097.72,750.83
2010-06-28,1538.5,881.04,1133.85,1099.1,751.74
2010-06-29,1537.51,882.77,1135.65,1099.96,750.02
2010-06-30,1540.59,885.14,1140.84,1099.93,745.68
2010-07-01,1534.37,887.2,1143.54,1099.79,756.3
2010-07-02,1531.33,887.72,1143.32,1099.46,762.56
2010-07-05,1528.84,889.22,1140.75,1099.06,761.02
2010-07-06,1529.94,890.99,1144.32,1098.13,761.5
2010-07-07,1531.59,889.9,1143.88,1099.49,750.6
2010-07-08,1534.48,892.92,1146.71,1099.01,763.88
2010-07-09,1535.84,895.48,1142.47,1101.35,756.94
2010-07-12,1533.78,894.99,1145.74,1100.38,755.13
2010-07-13,1537.05,892.86,1145.46,1100.33,756.44
2010-07-14,1532.65,890.95,1145.37,1100.76,750.62
2010-07-15,1533.67,885.47,1148.66,1099.74,755.05
2010-07-16,1534.82,885.41,1147.52,1100.53,759.58
2010-07-19,1533.45,885.65,1145.63,1100.95,753.13
2010-07-20,1534.33,884.42,1147.24,1100.57,754.88
2010-07-21,1535.1,884.75,1151.35,1100.44,753.16
2010-07-22,1535.63,884.35,1152.52,1101.89,756.67
2010-07-23,1539.25,885.15,1158.43,1102.74,755.7
2010-07-26,1539.88,886.27,1155.63,1102.21,767.42
2010-07-27,1541.97,885.96,1153.35,1100.56,765.68
2010-07-28,1542.94,885.11,1154.64,1100.4,759.52
2010-07-29,1542.08,885.75,1154.79,1100.34,763.34
2010-07-30,1544.96,885.72,1156.74,1098.89,750.52
2010-08-02,1542.12,882.32,1156.93,1097.08,753.97
2010-08-03,1543.85,882.81,1151.84,1098.38,755.17
2010-08-04,1544.26,881.88,1149.59,1098.3,752.19
2010-08-05,1544.41,882.14,1145.31,1100.56,752.47
2010-08-06,1545.55,879.29,1149.75,1099.27,752.74
2010-08-09,1548.42,878.04,1147.72,1097.94,747.45
2010-08-10,1546.79,878.46,1146.94,1097.35,747.87
2010-08-11,1546.42,879.22,1144.74,1094.85,742.91
2010-08-12,1544.3,881.46,1143.19,1095.19,739.83
2010-08-13,1544.19,881.69,1140.52,1095.82,738.92
2010-08-16,1545.46,877.84,1134.91,1095.16,737.55
2010-08-17,1545.18,878.45,1138.03,1095.83,727.35
2010-08-18,1543.3,880.92,1147.31,1095.37,723.77
2010-08-19,1544.2,878.86,1144.56,1096.07,719.77
2010-08-20,1543.25,876.75,1146.27,1094.44,714.28
2010-08-23,1544.07,878.0,1150.0,1093.59,711.44
2010-08-24,1542.88,881.38,1158.23,1093.62,711.76
2010-08-25,1541.21,880.49,1154.39,1092.37,712.21
2010-08-26,1541.0,883.23,1153.44,1094.03,714.32
2010-08-27,1542.25,882.7,1152.47,1094.1,711.27
2010-08-30,1541.11,881.23,1149.88,1093.8,712.33
2010-08-31,1541.18,875.79,1149.25,1096.09,709.6
2010-09-01,1541.98,876.43,1145.82,1094.94,711.23
2010-09-02,1542.59,876.98,1145.72,1094.15,711.47
2010-09-03,1543.33,877.75,1150.08,1095.38,712.65
2010-09-06,1543.3,880.78,1152.37,1095.51,714.38
2010-09-07,1540.97,879.15,1154.71,1095.76,718.05
2010-09-08,1540.55,876.08,1151.61,1096.29,714.32
2010-09-09,1541.25,876.42,1154.28,1095.29,713.01
2010-09-10,1541.92,877.62,1152.75,1096.3,713.15
2010-09-13,1541.2,879.01,1149.7,1095.17,715.25
2010-09-14,1542.88,879.68,1150.01,1094.32,713.13
2010-09-15,1542.67,880.67,1151.95,1092.12,708.73
2010-09-16,1544.17,884.37,1150.91,1091.14,709.15
2010-09-17,1543.95,883.74,1151.96,1091.52,709.86
2010-09-20,1543.27,887.35,1149.86,1091.15,706.84
2010-09-21,1544.07,887.58,1151.09,1092.22,709.31
2010-09-22,1544.08,885.11,1148.9,1093.31,716.14
2010-09-23,1542.38,887.89,1146.93,1092.78,717.93
2010-09-24,1540.91,885.6,1144.55,1093.18,718.39
2010-09-27,1538.55,887.2,1145.62,1093.3,715.13
2010-09-28,1538.42,884.56,1145.09,1092.06,716.41
2010-09-29,1540.54,881.62,1142.5,1091.6,715.53
2010-09-30,1540.04,880.71,1143.03,1091.03,714.32
2010-10-01,1539.63,878.29,1144.46,1090.12,715.23
2010-10-04,1537.71,880.03,1152.56,1089.12,719.35
2010-10-05,1535.75,875.67,1150.55,1088.08,714.39
2010-10-06,1534.86,873.02,1151.28,1087.97,718.8
2010-10-07,1534.14,870.68,1147.32,1085.69,714.42
2010-10-08,1534.17,873.55,1144.27,1087.31,710.54
2010-10-11,1533.59,877.6,1146.67,1087.48,718.56
2010-10-12,1532.47,878.53,1147.33,1085.93,719.54
2010-10-13,1529.05,877.87,1149.46,1085.35,713.18
2010-10-14,1532.12,873.23,1147.01,1085.58,709.04
2010-10-15,1533.84,867.33,1147.43,1087.02,712.4
2010-10-18,1533.67,866.94,1147.93,1087.43,706.6
2010-10-19,1534.37,867.95,1149.45,1087.17,707.79
2010-10-20,1532.61,866.4,1148.15,1086.26,706.17
2010-10-21,1530.09,864.49,1148.89,1085.86,710.88
2010-10-22,1530.01,865.16,1148.73,1087.58,711.1
2010-10-25,1532.72,863.97,1153.78,1087.73,709.66
2010-10-26,1533.16,862.61,1150.85,1089.45,704.82
2010-10-27,1535.32,865.26,1155.12,1090.06,712.73
2010-10-28,1538.15,866.34,1156.26,1089.89,716.1
2010-10-29,1535.21,868.15,1155.95,1089.17,717.5
2010-11-01,1534.82,868.29,1155.58,1090.23,722.96
2010-11-02,1533.82,868.74,1158.83,1090.8,719.35
2010-11-03,1535.21,867.63,1156.15,1090.07,717.42
2010-11-04,1535.35,864.91,1157.98,1089.92,713.34
2010-11-05,1538.03,865.8,1159.53,1090.81,706.48
2010-11-08,1537.99,864.56,1162.54,1091.32,709.82
2010-11-09,1537.05,868.52,1159.51,1090.87,712.1
2010-11-10,1539.62,869.4,1161.49,1090.89,715.35
2010-11-11,1538.45,873.84,1166.2,1090.86,714.88
2010-11-12,1538.87,876.38,1166.61,1091.0,707.86
2010-11-15,1536.88,872.87,1165.12,1090.77,703.28
2010-11-16,1535.96,874.16,1165.49,1092.11,706.79
2010-11-17,1534.45,874.69,1166.92,1092.79,712.44
2010-11-18,1533.53,873.47,1164.46,1092.55,710.44
2010-11-19,1532.4,875.19,1167.46,1091.76,714.17
2010-11-22,1530.52,876.26,1164.79,1091.53,708.84
2010-11-23,1528.61,877.35,1168.07,1092.22,712.41
2010-11-24,1527.94,877.43,1166.82,1091.91,709.51
2010-11-25,1528.62,877.21,1168.17,1092.52,714.34
2010-11-26,1528.02,878.35,1171.82,1091.56,711.17
2010-11-29,1528.0,878.63,1169.9,1091.42,709.15
2010-11-30,1528.39,878.12,1169.72,1091.26,708.73
2010-12-01,1527.75,877.78,1169.86,1090.61,701.78
2010-12-02,1529.14,879.73,1171.6,1089.02,706.13
2010-12-03,1526.34,880.23,1174.24,1088.47,712.86
2010-12-06,1526.68,879.46,1173.1,1086.86,711.56
2010-12-07,1527.94,882.6,1172.91,1087.14,712.6
2010-12-08,1524.39,878.84,1172.1,1087.27,715.5
2010-12-09,1526.7,876.59,1173.41,1086.44,717.16
2010-12-10,1526.88,876.98,1177.41,1085.52,711.91
2010-12-13,1528.8,878.53,1180.08,1084.58,714.68
2010-12-14,1531.37,881.07,1179.94,1084.69,717.38
2010-12-15,1530.97,883.72,1185.34,1086.19,725.09
2010-12-16,1530.67,884.64,1186.79,1086.95,722.97
2010-12-17,1529.63,883.68,1183.25,1087.58,722.61
2010-12-20,1529.34,880.28,1180.5,1087.38,724.57
2010-12-21,1528.81,880.11,1183.16,1087.0,723.5
2010-12-22,1527.23,877.96,1184.66,1088.03,723.57
2010-12-23,1527.94,875.93,1182.49,1089.0,722.01
2010-12-24,1527.36,875.21,1181.87,1089.13,721.17
2010-12-27,1525.17,881.39,1185.34,1089.85,729.0
2010-12-28,1522.94,883.43,1183.4,1090.59,728.56
2010-12-29,1522.96,884.59,1184.71,1089.86,728.99
2010-12-30,1522.65,885.09,1180.99,1089.51,731.5
2011-01-03,1523.82,888.6,1184.64,1089.32,740.86
2011-01-04,1524.74,891.9,1184.97,1089.77,732.93
2011-01-05,1523.61,892.8,1186.44,1089.42,736.68
2011-01-06,1524.37,890.63,1190.84,1090.07,734.43
2011-01-07,1524.91,890.57,1185.78,1088.67,733.06
2011-01-10,1525.09,892.83,1187.03,1086.87,740.66
2011-01-11,1527.02,896.31,1182.58,1086.88,744.18
2011-01-12,1527.02,893.55,1183.3,1087.23,746.93
2011-01-13,1527.47,891.72,1180.57,1087.2,747.89
2011-01-14,1524.99,891.03,1177.74,1088.8,748.03
2011-01-17,1526.38,889.93,1176.94,1087.77,743.28
2011-01-18,1527.12,885.09,1178.49,1087.68,739.66
2011-01-19,1525.07,883.84,1173.44,1088.59,736.04
2011-01-20,1525.88,882.83,1173.82,1089.7,732.19
2011-01-21,1524.73,876.14,1172.53,1089.09,726.91
2011-01-24,1526.73,875.42,1174.81,1090.08,725.99
2011-01-25,1526.18,879.85,1176.08,1089.34,728.4
2011-01-26,1528.21,874.84,1177.57,1090.78,727.91
2011-01-27,1530.35,875.15,1179.85,1091.32,728.19
2011-01-28,1529.29,875.99,1181.71,1090.71,727.35
2011-01-31,1532.15,876.78,1180.55,1089.77,726.95
2011-02-01,1530.86,875.93,1179.34,1089.44,723.73
2011-02-02,1532.39,878.42,1178.39,1089.83,726.87
2011-02-03,1531.7,882.92,1182.22,1089.62,729.01
2011-02-04,1532.11,885.13,1179.17,1090.5,730.38
2011-02-07,1532.37,886.63,1184.04,1090.73,736.77
2011-02-08,1534.22,885.42,1178.43,1090.14,737.23
2011-02-09,1536.98,885.95,1182.71,1090.79,733.01
2011-02-10,1539.41,882.93,1183.45,1089.88,727.76
2011-02-11,1540.74,879.84,1184.65,1089.32,732.11
2011-02-14,1540.59,878.89,1184.83,1089.05,734.7
2011-02-15,1539.46,879.24,1192.12,1089.52,737.74
2011-02-16,1540.11,879.46,1193.34,1089.21,739.82
2011-02-17,1540.08,879.39,1199.24,1089.47,737.48
2011-02-18,1540.34,879.25,1200.29,1089.45,741.47
2011-02-21,1539.76,882.99,1205.72,1088.41,740.43
2011-02-22,1539.34,879.78,1203.51,1088.12,740.91
2011-02-23,1539.01,878.37,1200.57,1088.03,745.09
2011-02-24,1537.82,877.59,1204.75,1088.57,743.9
2011-02-25,1535.14,878.09,1203.34,1088.4,743.04
2011-02-28,1533.58,875.68,1205.24,1089.78,751.39
2011-03-01,1532.26,877.86,1202.99,1089.87,755.94
2011-03-02,1533.55,881.02,1205.02,1090.06,757.8
2011-03-03,1532.94,879.38,1206.06,1090.18,757.04
2011-03-04,1533.21,878.29,1207.96,1089.26,758.63
2011-03-07,1531.82,875.65,1205.1,1088.97,750.38
2011-03-08,1532.75,875.92,1206.96,1088.37,749.48
2011-03-09,1533.13,876.16,1203.96,1088.6,745.46
2011-03-10,1529.43,875.32,1204.49,1088.17,752.89
2011-03-11,1528.36,873.8,1205.73,1087.76,753.87
2011-03-14,1528.32,875.61,1208.16,1086.91,758.62
2011-03-15,1531.3,876.86,1210.86,1086.87,762.26
2011-03-16,1529.91,878.41,1213.12,1086.53,759.26
2011-03-17,1529.52,879.42,1212.01,1087.66,757.51
2011-03-18,1529.33,881.21,1216.2,1088.27,752.78
2011-03-21,1528.45,885.26,1213.58,1088.48,755.44
2011-03-22,1529.29,885.89,1212.21,1087.84,756.71
2011-03-23,1531.1,891.14,1214.33,1088.08,762.24
2011-03-24,1532.35,890.15,1216.03,1088.51,765.59
2011-03-25,1531.17,890.19,1219.38,1087.78,764.12
2011-03-28,1533.29,886.99,1219.09,1087.09,767.35
2011-03-29,1534.29,890.56,1222.0,1086.77,767.9
2011-03-30,1532.19,893.13,1224.24,1087.55,766.37
2011-03-31,1529.45,891.03,1222.28,1087.87,767.07
2011-04-01,1528.45,889.47,1223.7,1088.78,762.14
2011-04-04,1527.38,892.23,1221.48,1089.23,762.7
2011-04-05,1525.61,895.63,1225.04,1089.82,763.62
2011-04-06,1529.15,892.91,1227.24,1089.57,761.06
2011-04-07,1529.2,893.75,1231.55,1090.15,766.76
2011-04-08,1530.67,896.04,1232.95,1090.88,767.78
2011-04-11,1531.95,896.34,1230.88,1091.56,766.03
2011-04-12,1532.11,892.6,1226.11,1091.04,758.6
2011-04-13,1532.12,891.28,1227.55,1091.09,761.94
2011-04-14,1531.19,893.26,1222.08,1091.52,758.22
2011-04-15,1532.44,887.45,1218.03,1091.8,766.71
2011-04-18,1532.76,888.58,1214.49,1091.18,761.37
2011-04-19,1533.08,891.24,1212.01,1091.12,764.15
2011-04-20,1532.91,894.05,1214.95,1090.89,764.18
2011-04-21,1532.72,889.32,1215.33,1091.24,764.86
2011-04-22,1533.74,890.47,1213.36,1092.67,766.29
2011-04-25,1530.36,889.37,1217.12,1092.98,765.6
2011-04-26,1529.67,889.49,1218.35,1093.63,766.88
2011-04-27,1531.26,891.53,1219.66,1093.72,759.75
2011-04-28,1536.43,887.44,1221.78,1092.68,756.03
2011-04-29,1534.78,886.95,1213.69,1091.83,758.57
2011-05-02,1534.21,884.04,1215.55,1091.35,759.15
2011-05-03,1533.01,880.69,1211.76,1091.48,759.93
2011-05-04,1534.48,874.71,1211.76,1091.64,756.3
2011-05-05,1535.79,874.11,1207.88,1089.35,757.84
2011-05-06,1533.32,871.12,1205.78,1089.12,763.56
2011-05-09,1534.37,874.83,1208.0,1089.03,760.62
2011-05-10,1533.58,871.22,1205.66,1088.36,761.73
2011-05-11,1533.13,865.51,1208.72,1087.77,761.62
2011-05-12,1532.29,864.09,1211.78,1088.31,762.66
2011-05-13,1531.54,861.87,1215.56,1087.67,768.05
2011-05-16,1529.2,865.8,1213.97,1088.68,768.42
2011-05-17,1530.72,866.68,1210.72,1089.16,766.5
2011-05-18,1533.49,862.17,1205.29,1088.16,768.68
2011-05-19,1531.71,865.09,1204.75,1088.83,770.25
2011-05-20,1532.49,865.05,1199.64,1088.27,765.8
2011-05-23,1531.1,871.01,1205.96,1089.4,761.9
2011-05-24,1531.69,867.44,1204.06,1088.4,769.9
2011-05-25,1531.48,871.73,1203.97,1090.09,770.62
2011-05-26,1534.07,872.17,1205.24,1090.38,763.71
2011-05-27,1534.87,871.35,1204.36,1091.38,763.43
2011-05-30,1532.34,870.55,1208.25,1092.24,767.86
2011-05-31,1533.25,871.83,1206.78,1091.9,769.6
2011-06-01,1531.42,873.97,1206.2,1091.51,763.88
2011-06-02,1533.61,873.07,1210.6,1090.89,764.64
2011-06-03,1534.66,870.21,1211.22,1091.45,768.32
2011-06-06,1533.49,872.87,1206.73,1091.13,764.88
2011-06-07,1531.05,874.52,1213.34,1092.96,770.56
2011-06-08,1534.05,878.09,1216.67,1092.53,774.27
2011-06-09,1535.19,877.82,1218.96,1090.98,775.36
2011-06-10,1534.82,877.7,1213.03,1090.7,778.82
2011-06-13,1534.37,881.3,1212.76,1092.65,780.36
2011-06-14,1538.47,882.51,1213.81,1090.9,778.84
2011-06-15,1536.45,879.7,1208.16,1091.38,780.19
2011-06-16,1536.2,877.93,1208.81,1090.59,777.94
2011-06-17,1536.9,875.21,1208.8,1092.47,787.47
2011-06-20,1538.1,876.74,1212.09,1092.76,792.23
2011-06-21,1536.37,877.89,1210.14,1092.87,789.29
2011-06-22,1541.02,876.35,1209.84,1091.08,790.22
2011-06-23,1538.51,874.96,1210.52,1091.74,789.94
2011-06-24,1537.7,878.18,1209.52,1092.4,791.33
2011-06-27,1535.62,876.8,1209.09,1091.18,788.0
2011-06-28,1538.17,874.43,1206.1,1091.15,785.31
2011-06-29,1536.78,876.0,1210.48,1091.13,785.73
2011-06-30,1535.29,876.52,1206.69,1091.11,783.64
2011-07-01,1534.63,875.61,1208.63,1091.64,783.46
2011-07-04,1535.15,874.53,1214.4,1091.1,774.22
2011-07-05,1537.54,876.79,1222.11,1092.74,775.75
2011-07-06,1537.17,871.8,1221.34,1093.27,773.5
2011-07-07,1537.43,875.22,1223.21,1094.2,767.85
2011-07-08,1534.5,871.75,1220.94,1094.08,772.7
2011-07-11,1531.14,871.54,1222.17,1093.94,771.2
2011-07-12,1530.46,869.77,1220.57,1093.43,772.25
2011-07-13,1529.91,870.9,1215.89,1094.62,777.69
2011-07-14,1534.1,868.73,1215.04,1094.58,778.78
2011-07-15,1535.89,864.35,1210.6,1094.33,773.68
2011-07-18,1539.34,863.88,1207.69,1094.45,775.5
2011-07-19,1535.89,867.22,1215.01,1095.87,777.23
2011-07-20,1534.98,862.66,1210.82,1097.01,773.88
2011-07-21,1535.3,862.37,1204.9,1095.35,765.67
2011-07-22,1534.78,861.14,1203.15,1095.51,764.83
2011-07-25,1535.83,862.74,1203.73,1095.9,770.53
2011-07-26,1537.31,865.81,1206.82,1096.24,774.66
2011-07-27,1533.76,866.33,1204.74,1095.43,771.15
2011-07-28,1536.89,868.57,1208.05,1096.48,775.09
2011-07-29,1541.23,868.4,1195.1,1096.8,768.94
2011-08-01,1541.38,867.02,1191.3,1097.31,769.9
2011-08-02,1541.79,863.17,1189.97,1096.82,763.65
2011-08-03,1541.3,862.9,1188.69,1097.99,766.71
2011-08-04,1543.16,864.21,1188.01,1098.23,768.95
2011-08-05,1542.31,858.8,1183.44,1098.62,768.54
2011-08-08,1547.77,864.18,1176.75,1098.62,762.22
2011-08-09,1549.2,865.87,1178.15,1097.75,759.03
2011-08-10,1547.41,869.17,1173.31,1099.02,761.1
2011-08-11,1547.07,873.79,1180.37,1099.3,763.58
2011-08-12,1547.2,871.98,1176.83,1099.25,760.51
2011-08-15,1547.58,873.08,1178.53,1098.34,765.87
2011-08-16,1547.53,872.49,1179.58,1098.59,768.34
2011-08-17,1547.65,874.93,1177.36,1099.05,770.93
2011-08-18,1545.68,879.55,1174.62,1099.95,766.29
2011-08-19,1544.47,880.46,1179.62,1100.02,765.77
2011-08-22,1544.83,880.04,1178.88,1100.58,762.19
2011-08-23,1547.97,883.94,1181.98,1101.95,762.61
2011-08-24,1547.53,880.47,1182.33,1101.46,762.98
2011-08-25,1547.37,881.37,1188.14,1101.95,762.41
2011-08-26,1549.62,878.61,1188.94,1101.53,760.89
2011-08-29,1551.41,882.2,1190.54,1100.82,768.13
2011-08-30,1548.03,881.38,1182.13,1100.5,765.18
2011-08-31,1541.65,880.99,1185.42,1101.16,765.17
2011-09-01,1541.99,879.92,1184.38,1102.12,762.67
2011-09-02,1542.44,879.53,1185.04,1101.52,764.96
2011-09-05,1544.53,880.94,1187.48,1100.37,768.3
2011-09-06,1544.92,878.94,1193.2,1100.56,769.74
2011-09-07,1544.88,881.06,1192.25,1100.81,773.54
2011-09-08,1542.03,881.55,1192.54,1101.19,773.83
2011-09-09,1545.29,883.24,1192.04,1102.06,772.84
2011-09-12,1543.55,892.61,1190.68,1101.26,771.86
2011-09-13,1544.48,893.57,1188.56,1101.53,767.51
2011-09-14,1543.6,890.6,1183.62,1101.86,768.28
2011-09-15,1547.2,889.65,1184.84,1102.52,765.12
2011-09-16,1546.41,889.31,1186.96,1102.71,764.99
2011-09-19,1542.9,888.02,1181.31,1103.71,765.13
2011-09-20,1542.97,883.93,1180.57,1103.94,761.47
2011-09-21,1541.44,887.04,1179.24,1104.18,761.38
2011-09-22,1538.36,891.1,1177.45,1105.0,765.97
2011-09-23,1537.52,892.04,1175.42,1105.05,766.27
2011-09-26,1533.71,892.51,1176.31,1103.92,767.6
2011-09-27,1532.35,894.31,1174.94,1103.52,768.83
2011-09-28,1530.46,896.42,1178.28,1104.78,774.2
2011-09-29,1530.12,899.86,1174.97,1105.74,776.65
2011-09-30,1527.79,903.24,1177.93,1106.36,776.11
2011-10-03,1526.28,900.53,1180.86,1107.0,774.69
2011-10-04,1526.95,896.85,1182.11,1106.83,779.47
2011-10-05,1523.58,896.63,1180.15,1107.12,777.39
2011-10-06,1525.53,896.95,1182.16,1106.64,784.74
2011-10-07,1523.59,895.74,1187.08,1107.11,785.42
2011-10-10,1524.58,894.83,1186.77,1106.0,789.14
2011-10-11,1527.77,893.6,1184.77,1106.2,793.1
2011-10-12,1528.51,894.0,1184.3,1105.62,792.15
2011-10-13,1528.59,890.49,1183.96,1105.88,790.4
2011-10-14,1529.39,890.48,1184.19,1105.52,787.77
2011-10-17,1527.72,893.33,1188.86,1106.53,787.2
2011-10-18,1525.58,893.4,1189.87,1107.89,788.93
2011-10-19,1525.14,895.57,1191.96,1108.2,787.32
2011-10-20,1523.36,893.3,1190.64,1108.14,788.33
2011-10-21,1522.46,895.51,1197.94,1109.87,791.15
2011-10-24,1522.54,895.36,1195.74,1109.85,792.06
2011-10-25,1521.28,893.86,1192.12,1111.48,793.61
2011-10-26,1523.42,895.51,1188.57,1112.19,795.53
2011-10-27,1521.08,898.05,1188.59,1112.47,792.4
2011-10-28,1522.7,898.84,1184.35,1113.39,786.43
2011-10-31,1525.25,896.08,1177.7,1114.86,786.1
2011-11-01,1525.31,894.47,1178.7,1114.59,788.79
2011-11-02,1525.86,892.49,1181.57,1115.54,791.55
2011-11-03,1524.58,894.82,1184.47,1114.01,795.41
2011-11-04,1524.07,899.74,1182.38,1114.01,796.15
2011-11-07,1522.59,899.43,1179.42,1113.58,795.4
2011-11-08,1524.43,900.61,1181.99,1113.45,798.25
2011-11-09,1520.91,899.16,1177.64,1113.64,801.78
2011-11-10,1524.8,897.94,1175.06,1114.25,800.38
2011-11-11,1525.14,894.04,1169.16,1113.31,798.53
2011-11-14,1524.38,894.7,1168.14,1114.27,796.09
2011-11-15,1527.03,893.72,1167.72,1114.69,792.74
2011-11-16,1523.0,894.93,1166.41,1115.9,794.12
2011-11-17,1522.94,896.83,1166.31,1115.99,793.7
2011-11-18,1523.45,896.58,1166.88,1116.93,792.48
2011-11-21,1526.25,897.91,1166.09,1117.28,794.22
2011-11-22,1527.22,898.49,1164.87,1116.87,791.93
2011-11-23,1527.95,898.67,1166.58,1115.97,791.59
2011-11-24,1528.76,898.33,1165.84,1114.85,786.09
2011-11-25,1528.71,897.92,1167.89,1114.25,786.56
2011-11-28,1526.24,892.51,1163.7,1112.01,784.23
2011-11-29,1524.24,893.31,1167.58,1113.55,781.82
2011-11-30,1523.91,894.96,1170.37,1112.27,783.74
2011-12-01,1522.78,891.74,1169.27,1111.42,777.96
2011-12-02,1520.11,892.17,1170.11,1110.77,779.03
2011-12-05,1522.58,897.44,1169.98,1112.23,779.16
2011-12-06,1524.61,895.68,1166.66,1113.53,778.53
2011-12-07,1523.95,897.89,1164.82,1114.03,779.46
